frame,Fish1_P1_x,Fish1_P1_y,Fish1_P1_z,Fish1_P2_x,Fish1_P2_y,Fish1_P2_z,Fish1_P3_x,Fish1_P3_y,Fish1_P3_z,Fish1_P4_x,Fish1_P4_y,Fish1_P4_z,Fish1_P5_x,Fish1_P5_y,Fish1_P5_z,Fish1_P6_x,Fish1_P6_y,Fish1_P6_z,Fish1_P7_x,Fish1_P7_y,Fish1_P7_z,Fish1_P8_x,Fish1_P8_y,Fish1_P8_z,Fish1_P9_x,Fish1_P9_y,Fish1_P9_z,Fish1_P10_x,Fish1_P10_y,Fish1_P10_z,Fish1_P11_x,Fish1_P11_y,Fish1_P11_z,Fish1_P12_x,Fish1_P12_y,Fish1_P12_z,Fish1_P13_x,Fish1_P13_y,Fish1_P13_z
526,1146.4780,284.8221,1.8083,1136.9057,287.0748,3.4421,1126.5607,289.0933,3.6664,1117.0720,290.1791,3.1865,1106.8318,290.8411,1.7549,1096.5546,291.4192,0.0632,1086.6977,292.4329,-1.9999,1077.1200,293.8096,-3.3594,1067.1647,296.8884,-3.4225,1057.7382,300.4743,-2.8929,1048.3873,305.0049,-1.8546,1039.1803,309.1866,-0.1220,1029.8836,313.0422,1.7576
527,1148.2601,284.1356,0.7302,1138.5429,287.0864,2.6368,1128.4023,289.2786,3.5488,1118.9037,290.5215,3.3684,1108.9399,291.3678,2.5695,1098.8376,291.9181,1.0794,1088.5350,292.4132,-0.8831,1078.4595,293.5205,-2.5663,1068.6157,295.7322,-3.5847,1059.2602,299.0064,-3.7586,1050.1149,303.3899,-2.5276,1040.7215,307.7864,-1.0156,1031.5583,311.8944,0.8584
528,1149.6798,283.5664,-0.2739,1140.2214,286.1640,1.7036,1130.6226,288.8444,3.0678,1120.7022,290.8373,3.7316,1110.9659,291.6533,3.0762,1100.4500,292.2650,1.8492,1090.2959,292.8698,0.1624,1080.4646,293.4836,-1.7969,1070.5279,294.9046,-3.0807,1060.8599,297.4418,-3.5255,1051.5004,301.0687,-3.3434,1041.8627,305.6206,-2.0227,1032.7141,310.6002,-0.4490
529,1151.9501,282.5566,-1.3265,1141.8743,285.5202,0.6765,1132.5321,288.4631,2.1621,1122.4664,290.6214,3.3593,1112.4295,292.1606,3.5234,1102.6213,293.0568,2.7664,1092.5331,293.4659,1.3762,1082.3353,293.5490,-0.1840,1072.2110,294.7384,-2.2020,1062.5414,296.3681,-3.3166,1052.7317,299.5085,-3.7149,1043.4055,303.7840,-2.8002,1034.4253,308.7407,-1.1626
530,1153.4039,281.5974,-2.3037,1143.4814,284.9652,-0.4997,1134.1855,287.7563,1.2815,1124.2541,290.5187,2.9059,1114.5574,292.5459,3.5040,1104.3919,293.5762,3.1806,1094.5270,294.1159,2.3690,1083.9032,294.1519,1.0605,1074.1210,294.7097,-1.2771,1064.4377,295.8426,-2.8534,1054.6185,298.4019,-3.4552,1045.2142,302.0965,-3.5314,1035.8911,306.6031,-2.3890
531,1154.7421,280.8429,-3.0570,1145.4334,283.6550,-1.7421,1135.9439,287.0948,-0.0958,1126.1502,289.8012,1.9280,1116.3443,292.4532,3.1034,1106.2233,294.1254,3.8106,1096.4634,294.9552,3.0224,1086.2876,295.1113,1.8323,1075.9542,295.3277,-0.3100,1066.0519,295.7706,-1.9690,1056.0297,297.5241,-3.5101,1046.3532,300.1706,-3.6356,1037.1342,304.9504,-3.0532
532,1156.4656,279.7958,-3.3036,1146.9150,282.8860,-2.4184,1137.6120,286.0984,-0.9470,1127.9562,289.1021,0.8200,1118.4751,291.9107,2.5769,1108.4290,294.3011,3.5318,1098.6040,295.3850,3.3451,1088.0792,295.9999,2.3442,1077.8998,296.1879,0.9830,1067.8589,296.1622,-0.7217,1057.7471,296.9602,-2.6932,1048.0240,299.0989,-3.4338,1038.8029,302.8336,-3.6726
533,1158.2255,279.2596,-3.4591,1148.7094,281.5904,-3.1583,1139.0734,284.9125,-2.0020,1129.4989,288.3358,-0.0489,1119.9008,291.3216,1.6299,1110.3715,293.6813,2.7835,1100.4579,295.9430,3.5087,1090.3477,296.9000,3.0786,1080.2392,296.6481,1.9134,1069.5758,296.6161,0.2416,1059.7099,297.1376,-1.3515,1049.7221,298.6506,-3.0499,1040.0432,301.1261,-3.7122
534,1159.8152,278.4967,-3.0463,1150.3053,281.0200,-3.6104,1140.5296,283.9207,-2.6768,1130.9196,286.9803,-1.1997,1121.5008,290.5434,0.3130,1112.1367,294.0439,2.2127,1102.1791,296.1191,3.5066,1092.4570,297.2454,3.5251,1081.9830,297.8260,2.6834,1071.9535,297.6698,1.4431,1061.5058,297.5105,-0.2831,1051.4809,298.4461,-2.2666,1041.8056,299.9754,-3.2069
535,1161.4570,278.1048,-2.6420,1151.7625,279.9203,-3.7253,1142.1455,282.7263,-3.1517,1132.1367,286.3152,-2.2138,1123.1156,289.7127,-0.5953,1113.3904,293.0308,1.3758,1103.9871,295.7092,2.7131,1094.0188,297.5435,3.2155,1084.1728,298.7156,3.1737,1073.9548,298.5293,2.3107,1063.8466,298.1562,0.6906,1053.2649,298.4421,-1.0695,1043.4665,299.5965,-2.6807
536,1163.5412,277.6494,-1.7616,1153.7923,279.1649,-2.8712,1144.0894,281.6225,-3.6458,1134.1264,285.0035,-3.1606,1124.9009,288.2765,-1.6419,1115.5129,291.9336,-0.1800,1105.5940,295.3367,1.8613,1095.8805,297.8203,3.4840,1085.9978,299.1440,3.6014,1076.1557,299.8262,3.1666,1065.8071,298.9237,1.7220,1055.3490,298.9957,0.0559,1045.3658,299.5696,-1.5050
537,1165.4083,277.5782,-0.8433,1155.3606,278.9939,-2.0994,1145.5866,280.9360,-3.7865,1135.9286,283.8832,-3.4957,1126.2304,287.1072,-2.8322,1116.6939,290.4918,-0.8315,1107.2177,294.2594,0.8232,1097.8882,297.4488,2.5621,1087.8608,299.5413,3.6329,1077.9172,300.3102,3.3377,1067.6654,300.1398,2.3707,1057.3840,299.9329,1.0783,1046.8448,299.9251,-0.6177
538,1166.8282,277.9715,0.2277,1157.0169,278.9167,-1.4481,1147.2008,280.6756,-3.1382,1137.4550,282.5501,-3.7606,1127.7747,285.7001,-3.1127,1118.3177,289.5589,-2.1173,1109.2462,293.1650,0.1091,1099.3105,297.1321,1.6663,1089.7279,299.5121,3.0267,1079.9183,300.8703,3.4960,1069.9796,301.2944,3.1807,1059.5686,300.8144,1.9867,1049.2861,300.4912,0.2881
539,1168.5512,277.5782,1.1543,1158.9031,278.8226,-0.4897,1149.3029,280.0702,-2.2067,1139.1760,282.1014,-3.2468,1129.4989,284.5673,-3.6764,1119.9289,288.0221,-3.0165,1110.5454,291.8103,-1.4005,1101.2699,295.6646,0.5040,1091.6641,298.7387,2.1099,1081.9379,301.1645,3.2305,1072.0329,302.3208,3.3922,1061.7130,302.2346,2.7385,1051.2843,301.7235,1.3865
540,1170.8100,278.0243,2.4395,1160.7569,278.7822,0.6920,1150.8836,280.0351,-1.3725,1140.9217,281.6566,-2.7933,1131.1674,283.7626,-3.2057,1121.4801,286.8640,-3.5375,1111.9408,290.4089,-2.2840,1102.4922,294.4190,-0.8377,1093.4906,298.0683,1.4713,1083.3373,301.2189,2.8771,1073.8968,302.7451,3.4096,1063.6605,303.2578,3.5318,1053.4223,302.8519,2.3942
541,1172.4593,278.0747,3.0630,1162.5074,279.3907,1.6601,1152.3533,280.0002,0.1381,1142.6260,281.4995,-2.0654,1132.6323,282.9833,-2.9532,1123.1439,285.5105,-3.7675,1113.6086,288.9436,-3.0495,1104.2258,293.1643,-1.5668,1094.8629,296.9760,0.0722,1085.3719,300.4624,1.9163,1075.4778,302.9644,2.9924,1065.8300,304.3569,3.6996,1055.5049,303.9272,3.2292
542,1174.5272,277.9520,3.6692,1164.5897,279.6172,2.4989,1154.2202,280.5807,0.8391,1144.3157,281.4234,-0.8429,1134.4513,282.5378,-2.5853,1124.9315,284.3988,-3.1192,1114.9821,287.7216,-3.5205,1105.6270,291.3480,-2.4887,1096.3696,295.3867,-0.9073,1087.0377,299.5606,0.8528,1077.5628,302.4784,2.4463,1067.6510,304.6075,3.3002,1057.7938,305.2787,3.3586
543,1176.2385,278.4098,3.5514,1166.6564,279.7594,3.4106,1156.5828,280.9395,2.1763,1146.4598,281.2823,0.5558,1136.3064,282.5109,-1.5245,1126.5037,283.9065,-3.0338,1116.7911,286.3515,-3.4872,1107.2167,289.8289,-3.1599,1098.0103,293.8789,-1.9490,1088.4315,298.0015,-0.3042,1079.2970,301.6874,1.1649,1069.5784,304.7223,2.8443,1059.4721,306.1805,3.5983
544,1178.1245,278.3214,3.2661,1168.5442,279.9160,3.5527,1158.0329,280.9964,2.8885,1147.9517,281.8826,1.3174,1138.2133,282.4247,-0.5016,1127.9446,283.4332,-2.3175,1118.2624,285.4660,-3.2636,1108.5281,288.4940,-3.5670,1099.2741,292.2539,-2.8980,1089.8699,296.6112,-1.4212,1080.8098,300.6810,0.3104,1071.4066,304.1377,2.2861,1061.3019,306.4023,3.2361
545,1179.9704,277.6833,2.8516,1170.0262,280.1367,3.5099,1160.2765,281.2437,3.4826,1150.2633,282.2783,2.2817,1139.8140,283.0689,0.7430,1130.0593,283.6577,-1.2980,1120.1042,285.1187,-2.9074,1110.0156,287.0431,-3.3142,1100.9632,290.5639,-3.4491,1091.6651,294.9050,-2.4407,1082.4413,299.1955,-0.7973,1072.7688,303.3511,1.1359,1063.2453,306.4355,2.8940
546,1181.7374,277.4769,2.1288,1172.0420,279.6801,3.2094,1162.2673,281.5386,3.6672,1151.9919,282.6808,3.1834,1142.2271,282.9781,1.6274,1131.9131,283.7956,0.1068,1122.0414,284.7617,-1.9315,1112.1908,286.4098,-3.1821,1102.6142,289.2640,-3.6379,1092.8033,292.9359,-2.9427,1083.7914,297.7354,-1.5528,1074.2267,301.7498,0.2104,1065.1491,305.4872,1.8685
547,1183.3084,276.5394,0.8717,1173.6760,279.5530,2.8911,1164.0071,281.3633,3.6077,1154.1391,282.9710,3.3500,1144.0994,283.8274,2.8812,1133.9865,284.5022,1.0225,1123.7770,285.0044,-0.6103,1113.9713,286.1185,-2.3527,1104.0593,288.1745,-3.4454,1094.2899,291.4966,-3.5379,1085.1162,295.5239,-2.5931,1075.7965,300.2537,-1.0486,1066.6344,304.5922,0.9479
548,1185.1650,276.0019,-0.3327,1175.6060,278.8488,1.8069,1166.0168,281.3612,2.9358,1156.0053,283.3771,3.3769,1146.1405,284.4127,3.4649,1135.9462,285.2240,2.2627,1125.9047,285.4245,0.0638,1115.6033,285.6744,-1.3402,1105.9928,287.3505,-3.0669,1096.1134,289.9164,-3.3174,1086.5309,293.7647,-3.3286,1077.5437,298.2882,-1.7960,1067.9442,303.0169,-0.0295
549,1186.7310,275.1773,-1.3256,1177.1595,278.3954,0.3259,1167.5537,280.9739,2.0249,1157.7955,283.3072,3.2144,1147.7462,284.9267,3.7408,1137.7390,285.6543,2.9434,1127.9423,285.8533,1.1650,1117.2714,286.2951,-0.3647,1107.6434,287.2355,-2.3063,1097.9751,289.1425,-3.2188,1088.0603,292.2138,-3.8407,1079.0813,296.2477,-3.0424,1069.6262,301.0431,-1.4084
550,1188.4523,274.3138,-2.2902,1179.1506,277.4027,-0.4299,1169.3819,280.1975,1.3309,1159.6151,283.1267,2.9323,1149.7764,285.4888,3.7347,1139.8846,286.2140,3.6511,1129.5529,286.6294,2.3486,1119.6128,286.7042,0.4593,1109.0472,287.1928,-1.0011,1099.4100,288.4132,-2.6383,1089.9363,291.0380,-3.5729,1080.1671,294.2882,-3.1714,1070.8381,299.1735,-2.3966
551,1189.8166,273.3625,-2.6941,1180.4454,276.3086,-1.5652,1170.6679,279.6257,0.1089,1161.4619,282.7558,1.7104,1151.6975,285.0403,2.8490,1141.5611,286.5952,3.6682,1132.0172,287.1489,3.1805,1121.4757,287.5165,1.4192,1111.4960,287.6727,-0.1546,1101.2077,288.3072,-1.9479,1091.3182,289.9631,-3.1479,1081.6738,292.8961,-3.7258,1072.3994,297.0672,-3.1026
552,1191.7638,272.1924,-3.4625,1181.9385,275.5857,-2.4883,1172.4989,278.7552,-0.8836,1162.8723,281.8025,0.6864,1153.2410,284.7222,2.2597,1143.8545,286.8501,3.3255,1133.7933,288.2070,3.4994,1123.6546,288.4462,2.3862,1113.0997,288.6085,1.0545,1102.9553,288.6824,-0.8969,1093.0313,289.5711,-2.6018,1083.2697,291.5533,-3.5802,1073.8965,295.4400,-3.4543
553,1193.5407,271.6488,-3.8152,1183.6865,274.0018,-3.3137,1173.8591,277.3992,-2.0535,1164.4427,280.6979,-0.4374,1155.1803,283.9469,1.4826,1145.3059,286.9280,2.7602,1135.4103,288.4419,3.8603,1125.5328,288.9915,3.2553,1115.3830,289.2828,2.2161,1105.1192,289.1264,0.4503,1095.0631,289.2460,-1.7518,1084.7846,290.9081,-3.1563,1075.0834,293.6616,-3.4822
554,1195.1513,270.9517,-3.1039,1185.3589,273.4427,-3.4163,1175.7178,275.8964,-2.7830,1166.1804,279.7942,-1.1668,1156.4193,283.1030,0.6119,1147.1252,286.3834,1.9053,1137.5114,288.6225,3.1630,1127.5240,289.4865,3.5811,1117.3665,289.9763,2.9072,1107.0438,289.8175,1.4210,1096.8217,289.9308,-0.7157,1086.4395,290.6241,-2.0671,1077.1842,292.6673,-3.2355
555,1196.7873,270.5028,-2.9471,1186.9221,272.6898,-3.5471,1177.1608,274.9857,-3.4540,1167.8206,278.5667,-2.3966,1158.1923,281.9987,-0.8251,1148.6121,285.3772,1.3044,1139.4405,288.2929,2.7663,1129.1579,289.9225,3.6293,1119.4782,291.1932,3.5807,1109.4239,291.1208,2.1910,1098.9291,290.7860,0.6824,1088.5128,291.1358,-1.2500,1078.4426,291.8630,-2.6863
556,1198.2312,270.2491,-1.7769,1188.6783,271.9933,-3.3168,1178.9276,274.3384,-3.4856,1169.3879,277.3286,-3.0498,1160.1068,280.9075,-1.8340,1150.7067,284.3186,0.2129,1141.1059,287.9142,1.8050,1131.3741,290.1271,3.2816,1121.5068,291.8683,3.6731,1111.0970,292.0191,2.8581,1100.7841,291.7587,1.8763,1090.8530,291.5093,0.0568,1080.9370,291.5693,-1.6442
557,1200.4156,270.2671,-1.1024,1190.6382,271.4042,-2.8575,1180.7829,273.5230,-3.4337,1170.8198,276.0429,-3.5319,1161.8317,279.4036,-2.6066,1152.1866,283.4937,-1.0223,1142.6485,286.7294,0.7448,1133.2286,289.9344,2.6691,1123.0584,291.9856,3.6753,1113.4639,292.8666,3.3138,1102.7673,292.6589,2.6206,1092.8192,292.1584,0.8448,1082.3253,292.2972,-0.9788
558,1202.2995,270.2359,0.2951,1192.4153,271.3730,-1.5478,1182.3740,273.0372,-2.9102,1172.8938,275.1089,-3.4309,1163.0174,278.4670,-3.0439,1153.5957,281.6923,-2.0163,1144.2220,285.8304,-0.1228,1134.7379,289.3323,1.3484,1125.2790,291.9536,2.8978,1115.2128,293.3582,3.5109,1104.8832,293.6529,3.3437,1094.7744,293.8011,2.1956,1084.2084,292.8681,0.1978
559,1204.2023,270.2705,1.3311,1194.1530,271.4729,-0.4290,1184.1782,272.6530,-2.4328,1174.1518,274.5582,-3.5347,1164.7197,277.2230,-3.5862,1155.0971,280.6917,-2.9465,1145.8080,284.5156,-1.4535,1136.3514,288.1989,0.2560,1126.7813,291.5206,2.0994,1116.8762,293.4607,3.2455,1106.8088,294.6998,3.7582,1096.9532,294.8888,2.9163,1086.8796,293.8951,1.4601
560,1205.8516,270.5703,2.2664,1195.7264,271.5561,0.7669,1185.6361,272.5921,-1.1520,1176.3496,273.8032,-2.6725,1166.2358,276.2635,-3.7292,1156.6043,279.0645,-3.5620,1146.9905,283.2063,-2.6312,1137.8491,286.9014,-0.7998,1128.3518,290.6153,1.3138,1118.9922,293.4504,2.8578,1108.9422,295.4758,3.5170,1098.8886,295.7138,3.4266,1088.7561,295.5537,2.3510
561,1208.0161,270.4261,3.1110,1197.4909,271.5015,1.7765,1187.7647,272.5541,-0.2957,1178.1227,273.8378,-1.8891,1167.8393,275.6334,-3.4479,1158.2695,277.8419,-3.8099,1148.8851,281.1786,-3.1446,1139.6286,285.3784,-1.7126,1130.0110,289.4726,-0.0326,1120.5505,293.0419,1.4577,1110.8250,295.5704,3.0454,1100.8948,296.5982,3.4996,1090.7330,296.4930,3.0441
562,1209.8749,270.7808,3.6795,1199.8289,271.6670,2.9190,1189.7442,272.6698,1.1377,1179.9396,273.8064,-0.7507,1169.5940,275.0633,-2.7903,1159.9131,277.3440,-3.5161,1150.2963,280.1325,-3.6833,1140.8131,283.9804,-2.2760,1131.6436,287.7819,-1.0900,1122.1180,292.2115,1.0265,1112.5886,295.1119,2.2544,1102.7583,296.9572,3.4373,1092.6343,297.5197,3.4145
563,1211.5521,270.8046,3.3882,1201.3184,272.2411,3.0452,1191.8037,273.2552,2.0099,1181.7019,274.0992,0.3739,1171.6857,275.0533,-1.4200,1161.5091,276.6206,-2.9664,1152.0798,278.8684,-3.8037,1142.5839,282.1255,-3.3674,1132.9911,286.5920,-1.9507,1123.9390,290.6494,-0.4584,1114.4029,294.5526,1.3725,1105.0471,296.7551,3.0316,1094.9161,298.2709,3.6802
564,1213.1413,270.6899,3.3640,1203.2405,272.2132,3.3071,1193.6646,273.6533,2.6879,1183.3301,274.3671,1.1943,1173.5427,274.9845,-0.6077,1163.2933,276.0002,-2.3629,1153.6024,277.8733,-3.3649,1143.8846,281.0673,-3.5261,1134.4795,284.7010,-2.7134,1125.2485,288.9383,-1.1940,1116.2618,293.3153,0.5634,1106.5081,296.7093,2.4256,1096.6845,298.9437,2.9641
565,1215.4180,270.4737,2.8917,1205.0981,272.6290,3.4864,1195.4502,274.0940,3.4351,1185.5501,274.6776,2.2723,1175.3548,275.4837,0.5584,1165.5417,276.1091,-1.3230,1155.2375,277.3902,-2.7625,1145.7975,279.7749,-3.6339,1136.4084,283.4096,-3.4032,1126.4811,287.4029,-2.0554,1117.3815,291.7887,-0.5891,1108.1853,295.8428,1.2595,1098.6940,298.6263,2.4963
566,1216.6712,270.1393,1.7455,1207.3575,272.4440,3.4536,1197.2374,273.8891,3.6165,1187.5438,275.4843,2.9949,1177.2919,275.9261,1.6367,1167.1446,276.0998,-0.2420,1157.0229,277.1223,-1.7945,1147.2706,279.0316,-3.1172,1137.7856,281.5655,-3.4724,1128.2725,285.5184,-3.2424,1118.6973,289.8133,-1.5298,1109.6753,294.4209,0.2390,1100.1004,298.2649,1.8993
567,1218.6937,269.4075,1.0363,1208.7811,271.8447,2.2975,1198.9161,273.8625,3.4787,1189.4653,275.4997,3.3505,1179.3106,276.2394,2.9066,1169.1590,276.8520,0.9205,1158.8719,277.2265,-0.9335,1149.3165,278.4541,-2.2812,1139.4016,280.6483,-3.3446,1129.4837,283.9600,-3.3076,1120.4505,288.1472,-2.6865,1110.9691,292.7182,-0.5043,1101.9090,296.8274,0.7344
568,1220.3859,268.5743,-0.5191,1210.2373,271.6399,1.5256,1201.0760,273.9394,3.1874,1191.1172,276.0499,3.5429,1180.9934,276.8428,3.0311,1171.2632,277.7239,2.2297,1160.7873,277.9193,0.4356,1151.0206,278.6547,-1.5819,1140.9457,279.9759,-2.7323,1131.2638,282.6864,-3.6522,1121.9647,285.9988,-3.0449,1112.7908,290.9799,-1.8555,1103.4579,295.4694,-0.2941
569,1221.9119,267.6838,-1.4153,1212.2163,270.7225,0.5231,1202.8981,273.3566,2.4028,1193.2574,275.9725,3.2347,1183.0223,277.2575,3.4751,1172.9553,278.1919,2.9295,1162.9137,278.4521,1.6512,1152.8638,278.8247,-0.6067,1142.7994,279.7320,-2.2669,1132.9953,281.3264,-3.2216,1123.4303,284.6280,-3.5608,1114.0406,289.0803,-2.8126,1104.6500,293.7599,-1.4378
570,1223.4763,266.5947,-2.3955,1213.9726,269.8824,-0.4237,1204.2290,273.0918,1.2729,1194.6795,275.6615,2.7826,1185.1612,277.3335,3.5963,1174.8932,278.9358,3.3431,1164.8631,279.2042,2.3012,1154.6027,279.6929,0.4791,1144.6343,279.4218,-1.2319,1134.7998,280.8990,-2.7422,1124.9919,283.3501,-3.3754,1115.4539,287.0647,-3.2760,1106.1993,291.7740,-2.4962
571,1225.3950,265.9619,-2.9418,1215.5751,269.0867,-1.6567,1206.1643,272.0198,0.3800,1196.3549,275.1047,1.7913,1186.7544,277.7769,3.2943,1176.9677,279.1040,3.5489,1166.9833,279.7109,3.0610,1156.7828,280.1243,1.6097,1146.2472,280.1397,-0.1196,1136.3857,280.6510,-1.8400,1126.5353,282.5242,-3.1149,1117.0019,285.5015,-3.5752,1107.7858,289.4448,-2.9459
572,1226.9052,264.8905,-3.4766,1217.2161,267.7546,-2.5818,1207.6404,270.8607,-1.0529,1198.3254,274.2280,1.0087,1188.7985,277.2391,2.4900,1178.8119,279.4611,3.2482,1168.7896,280.3851,3.5156,1158.6611,280.9748,2.5607,1148.4928,280.8726,1.0925,1138.3304,281.4424,-0.7377,1128.1702,282.1123,-2.7119,1118.2499,284.2719,-3.4744,1108.9325,288.0297,-3.3735
573,1228.7733,264.3533,-3.4410,1219.0539,266.8298,-3.1116,1209.3804,269.9541,-1.7732,1199.8200,273.3376,-0.1066,1190.2892,276.6367,1.5086,1180.6313,279.0832,3.0343,1170.8393,281.3323,3.6981,1160.7672,282.0755,3.3899,1150.6805,281.9031,2.0614,1140.2404,281.6291,0.1505,1129.9580,282.1188,-1.5550,1120.2166,283.3537,-3.0180,1110.6754,286.3229,-3.5268
574,1230.3096,263.5956,-3.6270,1220.8264,265.9157,-3.6502,1210.9431,268.7416,-2.7645,1201.3169,272.2229,-1.2786,1191.9006,275.8494,0.4133,1182.6443,278.6160,2.1104,1172.7624,281.0130,3.1769,1162.6824,282.2646,3.8125,1152.5266,282.4759,2.7411,1142.4258,282.3235,1.4187,1131.8528,282.2745,-0.4840,1122.2093,282.9766,-2.2762,1112.2513,285.2637,-3.3181
575,1232.1603,263.0714,-2.8872,1222.2880,265.2442,-3.4043,1212.5342,267.6518,-3.1327,1203.0103,271.3021,-2.3869,1193.6247,274.6662,-0.9277,1183.8615,277.9881,1.1152,1174.5058,280.7801,3.0141,1164.5372,282.7520,3.6794,1154.3789,283.6646,3.6443,1144.4123,283.1630,2.4524,1133.9999,283.2129,0.4134,1123.7671,283.5253,-1.2986,1113.6616,284.2662,-2.6142
576,1233.9315,262.6287,-1.7119,1223.7740,264.5643,-3.0923,1214.4227,266.7171,-3.8579,1204.8453,269.8993,-2.9997,1195.0607,273.3775,-1.9043,1185.7519,277.3297,-0.0294,1176.1604,280.0722,1.9210,1166.5841,282.8371,3.1302,1156.3720,284.0701,3.3968,1146.4953,284.7688,3.0995,1135.9750,284.3680,1.6478,1125.9998,283.8361,-0.2779,1115.7012,284.1101,-1.8880
577,1235.5429,262.8835,-0.6952,1225.6070,263.9424,-2.2390,1216.0757,265.9777,-3.4682,1206.1942,268.7566,-3.2257,1196.7523,271.9281,-2.5704,1187.1868,275.7875,-0.9922,1177.8089,279.5400,0.9693,1168.0876,282.4901,2.2728,1158.3715,284.3716,3.4303,1148.3985,285.1676,3.8029,1138.4753,285.4947,2.5744,1127.9612,285.1463,1.0321,1117.4595,284.8258,-0.6675
578,1237.5761,262.4419,0.4699,1227.4731,263.7126,-1.4216,1217.5200,265.6390,-2.8960,1207.8176,267.8529,-3.5390,1198.5552,270.6861,-3.5114,1188.6592,274.5718,-2.0079,1179.2560,278.1547,-0.5002,1169.5257,281.8933,1.7090,1160.2381,284.2664,2.9372,1150.5492,285.8422,3.4779,1140.1834,286.2531,3.3205,1129.8890,285.9412,2.1975,1119.9940,285.6102,0.3665
579,1239.3968,262.7755,1.3197,1229.1251,264.0058,-0.6033,1219.3251,264.9579,-2.3405,1209.6409,267.0926,-3.3519,1200.0005,269.4477,-3.5329,1190.4850,272.8489,-2.7775,1181.1871,276.8098,-1.3692,1171.7429,280.7577,0.5287,1161.9151,283.9152,1.8409,1152.3977,286.0814,3.3476,1142.3359,287.2460,3.7540,1132.0669,287.2351,2.7961,1121.9148,286.4464,1.2368
580,1241.1924,262.8938,2.1980,1231.4838,264.1667,0.9126,1221.3038,265.2217,-1.0086,1211.0815,266.6729,-2.8220,1201.4827,268.7047,-3.2450,1191.8684,271.6315,-3.4528,1182.7272,275.7089,-2.3049,1173.0062,279.6786,-0.8459,1163.6528,283.2414,1.2543,1154.1322,286.0290,2.8070,1144.3941,287.8618,3.6113,1134.1134,288.4843,3.0915,1124.0820,288.0876,2.2740
581,1243.1037,263.1259,2.9899,1233.0555,264.1571,1.5949,1223.0528,265.3082,0.0572,1212.9565,266.2273,-1.8864,1203.1886,268.2274,-2.9302,1193.5227,270.5506,-3.4192,1183.9932,273.9736,-3.1175,1174.7120,277.9566,-1.9823,1165.2179,281.9231,0.1964,1155.5725,285.4867,1.9310,1145.9051,288.1172,3.1432,1135.9646,289.1324,3.5542,1126.0685,289.0601,2.9885
582,1244.9421,263.1673,3.6482,1234.8846,264.4308,2.5462,1225.0178,265.3883,0.8899,1214.8511,266.2927,-0.7783,1204.7833,267.8401,-2.3979,1195.2241,269.7306,-3.5093,1185.7703,272.6608,-3.6965,1176.2422,276.2296,-2.4955,1166.8080,280.6334,-0.9329,1157.5461,284.4732,0.6888,1147.8627,287.7071,2.5875,1138.1891,289.3474,3.4817,1128.1436,290.1783,3.2688
583,1246.7086,263.2122,3.7715,1236.9975,264.6472,3.0974,1226.7441,265.9315,1.9958,1216.8309,266.4981,0.6175,1207.0548,267.4115,-1.7025,1196.5399,269.1095,-2.8919,1187.1226,271.3265,-3.4567,1177.8896,274.6280,-3.1527,1168.5034,278.9546,-1.9735,1158.7757,283.2603,-0.3504,1149.6746,286.8806,1.8769,1139.7075,289.6817,3.2382,1130.1466,290.9719,3.4918
584,1248.5927,263.1049,3.4099,1238.5767,265.0476,3.5228,1228.7879,266.1286,2.7911,1218.5559,266.9740,1.0679,1208.8532,267.5836,-0.4353,1198.5082,268.4998,-2.3422,1189.0982,270.5490,-3.2699,1179.2636,273.5519,-3.4348,1169.8821,277.3763,-2.7342,1160.5744,281.5391,-1.4406,1151.1802,285.9121,0.5747,1141.8432,289.1537,2.3928,1131.6229,291.4706,3.1960
585,1250.3407,262.6710,2.6287,1240.7034,264.9509,3.7869,1230.7367,266.3779,3.5884,1220.7532,267.4028,2.3656,1210.3221,268.0457,0.5776,1200.7765,268.7236,-1.2100,1190.4546,270.3745,-2.8271,1180.8977,272.2796,-3.6691,1171.1437,275.6643,-3.3938,1162.0681,279.7279,-2.5441,1152.4033,284.0974,-0.4973,1143.5127,288.2348,1.1165,1133.7591,291.4305,2.8879
586,1252.1256,262.3428,1.8372,1242.5947,264.9830,3.0486,1232.4972,266.7091,3.3679,1222.3806,267.9265,3.2377,1212.4991,268.3340,1.6271,1202.2810,268.6777,-0.2111,1192.2761,270.1229,-1.8738,1182.5162,271.6714,-3.0843,1172.6558,274.2044,-3.4928,1163.4427,277.8101,-2.7055,1153.9229,282.3762,-1.2101,1144.9401,286.7089,0.1627,1135.5032,290.7235,1.9407
587,1254.0306,261.7081,0.6283,1244.1623,264.7777,2.5116,1234.6426,266.6028,3.4445,1224.5711,267.9353,3.8161,1214.3628,268.9866,2.3980,1204.2358,269.6439,0.8824,1194.1828,269.7287,-0.9769,1184.3368,270.9044,-2.6893,1174.5523,273.1479,-3.5901,1165.0448,276.6138,-3.5196,1155.5847,280.6641,-2.5751,1146.2642,285.3649,-0.9727,1137.2920,289.3239,1.0942
